Sample Name	Date / Time	Analysis(Inj.)	Area	Mean Area	Excluded	Inj. Vol.
Tank_14	8/10/2011 1:32	TN	1.816	2.024	1	50
Tank_14	8/10/2011 1:34	TN	2.014	2.024	0	50
Tank_14	8/10/2011 1:37	TN	2.067	2.024	0	50
Tank_14	8/10/2011 1:39	TN	1.99	2.024	0	50
Tank_15	8/10/2011 1:45	NPOC	5.561	5.54	0	50
Tank_15	8/10/2011 1:47	NPOC	5.501	5.54	0	50
Tank_15	8/10/2011 1:49	NPOC	5.558	5.54	0	50
Tank_15	8/10/2011 1:45	TN	1.793	1.822	0	50
Tank_15	8/10/2011 1:47	TN	1.833	1.822	0	50
Tank_15	8/10/2011 1:49	TN	1.841	1.822	0	50
Tank_16	8/10/2011 1:54	NPOC	6.615	6.991	1	50
Tank_16	8/10/2011 1:57	NPOC	7.152	6.991	0	50
Tank_16	8/10/2011 1:59	NPOC	7.288	6.991	1	50
Tank_16	8/10/2011 2:00	NPOC	6.858	6.991	0	50
Tank_16	8/10/2011 2:02	NPOC	6.963	6.991	0	50
Tank_16	8/10/2011 1:54	TN	2.328	2.355	0	50
Tank_16	8/10/2011 1:57	TN	2.433	2.355	0	50
Tank_16	8/10/2011 1:59	TN	2.305	2.355	0	50
Tank_17	8/10/2011 2:07	NPOC	5.31	5.506	1	50
Tank_17	8/10/2011 2:09	NPOC	5.601	5.506	0	50
Tank_17	8/10/2011 2:11	NPOC	5.411	5.506	0	50
Tank_17	8/10/2011 2:13	NPOC	5.506	5.506	0	50
Tank_17	8/10/2011 2:07	TN	1.9	1.777	0	50
Tank_17	8/10/2011 2:09	TN	2.072	1.777	1	50
Tank_17	8/10/2011 2:11	TN	1.644	1.777	0	50
Tank_17	8/10/2011 2:13	TN	1.788	1.777	0	50
Tank_17	8/10/2011 2:21	TN	2.219	1.777	1	50
Tank_18	8/10/2011 2:26	NPOC	5.196	5.551	1	50
Tank_18	8/10/2011 2:28	NPOC	5.485	5.551	0	50
Tank_18	8/10/2011 2:30	NPOC	5.648	5.551	0	50
Tank_18	8/10/2011 2:32	NPOC	5.521	5.551	0	50
Tank_18	8/10/2011 2:26	TN	1.963	1.905	0	50
Tank_18	8/10/2011 2:28	TN	2.549	1.905	1	50
Tank_18	8/10/2011 2:30	TN	1.968	1.905	0	50
Tank_18	8/10/2011 2:32	TN	2.154	1.905	1	50
Tank_18	8/10/2011 2:40	TN	1.785	1.905	0	50
Tank_19	8/10/2011 2:45	NPOC	4.296	4.561	1	50
Tank_19	8/10/2011 2:47	NPOC	4.513	4.561	0	50
Tank_19	8/10/2011 2:49	NPOC	4.6	4.561	0	50
Tank_19	8/10/2011 2:51	NPOC	4.57	4.561	0	50
Tank_19	8/10/2011 2:45	TN	2.729	2.673	0	50
Tank_19	8/10/2011 2:47	TN	2.664	2.673	0	50
Tank_19	8/10/2011 2:49	TN	2.625	2.673	0	50
Tank_20	8/10/2011 2:56	NPOC	5.507	5.836	1	50
Tank_20	8/10/2011 2:58	NPOC	5.935	5.836	0	50
Tank_20	8/10/2011 3:00	NPOC	5.829	5.836	0	50
Tank_20	8/10/2011 3:02	NPOC	5.745	5.836	0	50
Tank_20	8/10/2011 2:56	TN	1.569	1.648	0	50
Tank_20	8/10/2011 2:58	TN	1.625	1.648	0	50
Tank_20	8/10/2011 3:00	TN	1.75	1.648	0	50
Tank_21	8/10/2011 3:08	NPOC	13.46	4.476	1	50
Tank_21	8/10/2011 3:10	NPOC	4.442	4.476	0	50
Tank_21	8/10/2011 3:12	NPOC	4.531	4.476	0	50
Tank_21	8/10/2011 3:14	NPOC	4.456	4.476	0	50
Tank_21	8/10/2011 3:08	TN	5.993	6.035	0	50
Tank_21	8/10/2011 3:10	TN	6.171	6.035	0	50
Tank_21	8/10/2011 3:12	TN	5.941	6.035	0	50
Tank_22	8/10/2011 3:20	NPOC	12.9	7.057	1	50
Tank_22	8/10/2011 3:22	NPOC	7.082	7.057	0	50
Tank_22	8/10/2011 3:24	NPOC	7.056	7.057	0	50
Tank_22	8/10/2011 3:26	NPOC	7.034	7.057	0	50
Tank_22	8/10/2011 3:20	TN	1.751	1.822	0	50
Tank_22	8/10/2011 3:22	TN	2.254	1.822	1	50
Tank_22	8/10/2011 3:24	TN	1.696	1.822	0	50
Tank_22	8/10/2011 3:26	TN	2.018	1.822	0	50
Tank_22	8/10/2011 3:33	TN	1.368	1.822	1	50
Tank_23	8/10/2011 3:39	NPOC	4.197	4.231	0	50
Tank_23	8/10/2011 3:41	NPOC	4.273	4.231	0	50
Tank_23	8/10/2011 3:44	NPOC	4.223	4.231	0	50
Tank_23	8/10/2011 3:39	TN	5.815	5.858	0	50
Tank_23	8/10/2011 3:41	TN	5.932	5.858	0	50
Tank_23	8/10/2011 3:44	TN	6.494	5.858	1	50
Tank_23	8/10/2011 3:52	TN	5.828	5.858	0	50
Tank_24	8/10/2011 3:57	NPOC	4.452	4.818	1	50
Tank_24	8/10/2011 3:59	NPOC	4.886	4.818	0	50
Tank_24	8/10/2011 4:01	NPOC	4.737	4.818	0	50
Tank_24	8/10/2011 4:03	NPOC	4.83	4.818	0	50
Tank_24	8/10/2011 3:57	TN	2.97	2.905	0	50
Tank_24	8/10/2011 3:59	TN	2.804	2.905	0	50
Tank_24	8/10/2011 4:01	TN	2.941	2.905	0	50
11731	8/10/2011 4:08	NPOC	23.7	24.6	1	50
11731	8/10/2011 4:10	NPOC	24.62	24.6	0	50
11731	8/10/2011 4:13	NPOC	24.7	24.6	0	50
11731	8/10/2011 4:15	NPOC	24.48	24.6	0	50
11731	8/10/2011 4:08	TN	15.81	16.03	0	50
11731	8/10/2011 4:10	TN	16.15	16.03	0	50
11731	8/10/2011 4:13	TN	16.63	16.03	1	50
11731	8/10/2011 4:15	TN	16.12	16.03	0	50
11732	8/10/2011 4:21	NPOC	23.3	23.66	0	50
11732	8/10/2011 4:23	NPOC	23.67	23.66	0	50
11732	8/10/2011 4:25	NPOC	24.02	23.66	0	50
11732	8/10/2011 4:21	TN	15.79	15.83	0	50
11732	8/10/2011 4:23	TN	15.73	15.83	0	50
11732	8/10/2011 4:25	TN	15.98	15.83	0	50
11647	8/10/2011 4:31	NPOC	2.693	2.727	0	50
11647	8/10/2011 4:34	NPOC	2.695	2.727	0	50
11647	8/10/2011 4:37	NPOC	2.792	2.727	0	50
11647	8/10/2011 4:31	TN	46.98	47.2	0	50
11647	8/10/2011 4:34	TN	46.86	47.2	0	50
11647	8/10/2011 4:37	TN	47.76	47.2	0	50
11648	8/10/2011 4:42	NPOC	1.379	1.418	0	50
11648	8/10/2011 4:45	NPOC	1.436	1.418	0	50
11648	8/10/2011 4:47	NPOC	1.439	1.418	0	50
11648	8/10/2011 4:42	TN	14.88	14.86	0	50
11648	8/10/2011 4:45	TN	14.72	14.86	0	50
11648	8/10/2011 4:47	TN	14.99	14.86	0	50
11649	8/10/2011 4:53	NPOC	17.17	17.5	0	50
11649	8/10/2011 4:56	NPOC	17.54	17.5	0	50
11649	8/10/2011 4:59	NPOC	17.78	17.5	0	50
11649	8/10/2011 4:53	TN	137.8	139	0	50
11649	8/10/2011 4:56	TN	139.6	139	0	50
11649	8/10/2011 4:59	TN	139.7	139	0	50
11650	8/10/2011 5:05	NPOC	3.798	3.786	0	50
11650	8/10/2011 5:08	NPOC	3.955	3.786	1	50
11650	8/10/2011 5:11	NPOC	3.765	3.786	0	50
11650	8/10/2011 5:13	NPOC	3.795	3.786	0	50
11650	8/10/2011 5:05	TN	124.9	126.9	0	50
11650	8/10/2011 5:08	TN	127.1	126.9	0	50
11650	8/10/2011 5:11	TN	128.6	126.9	0	50
11651	8/10/2011 5:19	NPOC	1.699	1.791	0	50
11651	8/10/2011 5:21	NPOC	1.791	1.791	0	50
11651	8/10/2011 5:24	NPOC	1.883	1.791	0	50
11651	8/10/2011 5:19	TN	21.43	21	0	50
11651	8/10/2011 5:21	TN	20.67	21	0	50
11651	8/10/2011 5:24	TN	20.9	21	0	50
11652	8/10/2011 5:33	NPOC	1.584	1.807	1	50
11652	8/10/2011 5:35	NPOC	1.718	1.807	0	50
11652	8/10/2011 5:37	NPOC	1.858	1.807	0	50
11652	8/10/2011 5:39	NPOC	1.845	1.807	0	50
11652	8/10/2011 5:33	TN	5.325	5.303	0	50
11652	8/10/2011 5:35	TN	5.332	5.303	0	50
11652	8/10/2011 5:37	TN	5.253	5.303	0	50
11653	8/10/2011 5:44	NPOC	1.946	2.039	0	50
11653	8/10/2011 5:46	NPOC	2.041	2.039	0	50
11653	8/10/2011 5:48	NPOC	2.129	2.039	0	50
11653	8/10/2011 5:44	TN	1.081	0.8372	1	50
11653	8/10/2011 5:46	TN	1.035	0.8372	1	50
11653	8/10/2011 5:48	TN	0.8781	0.8372	0	50
11653	8/10/2011 5:55	TN	0.7853	0.8372	0	50
11653	8/10/2011 5:57	TN	0.8483	0.8372	0	50
10 ppm check	8/10/2011 6:03	NPOC	37.31	32.79	1	50
10 ppm check	8/10/2011 6:05	NPOC	32.3	32.79	0	50
10 ppm check	8/10/2011 6:08	NPOC	33.18	32.79	0	50
10 ppm check	8/10/2011 6:10	NPOC	32.9	32.79	0	50
10 ppm check	8/10/2011 6:03	TN	118.5	119.9	0	50
10 ppm check	8/10/2011 6:05	TN	119.5	119.9	0	50
10 ppm check	8/10/2011 6:08	TN	121.8	119.9	0	50
11654	8/10/2011 6:15	NPOC	1.567	1.347	1	50
11654	8/10/2011 6:18	NPOC	1.341	1.347	0	50
11654	8/10/2011 6:20	NPOC	1.368	1.347	0	50
11654	8/10/2011 6:22	NPOC	1.332	1.347	0	50
11654	8/10/2011 6:15	TN	14.63	14.56	0	50
11654	8/10/2011 6:18	TN	14.27	14.56	0	50
11654	8/10/2011 6:20	TN	14.77	14.56	0	50
11655	8/10/2011 6:26	NPOC	1.057	1.113	0	50
11655	8/10/2011 6:28	NPOC	1.156	1.113	0	50
11655	8/10/2011 6:30	NPOC	1.127	1.113	0	50
11655	8/10/2011 6:26	TN	1.641	1.419	1	50
11655	8/10/2011 6:28	TN	1.385	1.419	0	50
11655	8/10/2011 6:30	TN	1.41	1.419	0	50
11655	8/10/2011 6:38	TN	1.463	1.419	0	50
11656	8/10/2011 6:43	NPOC	1.44	1.636	1	50
11656	8/10/2011 6:45	NPOC	1.621	1.636	0	50
11656	8/10/2011 6:48	NPOC	1.644	1.636	0	50
11656	8/10/2011 6:49	NPOC	1.644	1.636	0	50
11656	8/10/2011 6:43	TN	16.79	16.74	0	50
11656	8/10/2011 6:45	TN	16.57	16.74	0	50
11656	8/10/2011 6:48	TN	16.85	16.74	0	50
11657	8/10/2011 6:54	NPOC	4.716	4.75	0	50
11657	8/10/2011 6:56	NPOC	4.742	4.75	0	50
11657	8/10/2011 6:59	NPOC	4.791	4.75	0	50
11657	8/10/2011 6:54	TN	4.792	4.811	0	50
11657	8/10/2011 6:56	TN	4.454	4.811	1	50
11657	8/10/2011 6:59	TN	5.007	4.811	1	50
11657	8/10/2011 7:07	TN	4.776	4.811	0	50
11657	8/10/2011 7:09	TN	4.866	4.811	0	50
11658	8/10/2011 7:15	NPOC	3.204	3.11	0	50
11658	8/10/2011 7:18	NPOC	3.032	3.11	0	50
11658	8/10/2011 7:21	NPOC	3.268	3.11	1	50
11658	8/10/2011 7:22	NPOC	3.095	3.11	0	50
11658	8/10/2011 7:15	TN	101.8	102.9	0	50
11658	8/10/2011 7:18	TN	102.6	102.9	0	50
11658	8/10/2011 7:21	TN	104.2	102.9	0	50
11659	8/10/2011 7:28	NPOC	4.674	4.895	1	50
11659	8/10/2011 7:31	NPOC	4.904	4.895	0	50
11659	8/10/2011 7:34	NPOC	4.879	4.895	0	50
11659	8/10/2011 7:36	NPOC	4.903	4.895	0	50
11659	8/10/2011 7:28	TN	194.1	194.4	0	50
11659	8/10/2011 7:31	TN	194.1	194.4	0	50
11659	8/10/2011 7:34	TN	195	194.4	0	50
11660	8/10/2011 7:41	NPOC	3.203	3.274	0	50
11660	8/10/2011 7:44	NPOC	3.306	3.274	0	50
11660	8/10/2011 7:47	NPOC	3.313	3.274	0	50
11660	8/10/2011 7:41	TN	73.72	73.28	0	50
11660	8/10/2011 7:44	TN	72.46	73.28	0	50
11660	8/10/2011 7:47	TN	73.65	73.28	0	50
11661	8/10/2011 7:52	NPOC	7.78	1.944	1	50
11661	8/10/2011 7:54	NPOC	7.26	1.944	1	50
11661	8/10/2011 7:56	NPOC	1.952	1.944	0	50
11661	8/10/2011 7:58	NPOC	2.001	1.944	0	50
11661	8/10/2011 8:00	NPOC	1.879	1.944	0	50
11661	8/10/2011 7:52	TN	1.49	0.7919	1	50
11661	8/10/2011 7:54	TN	0.9429	0.7919	1	50
11661	8/10/2011 7:56	TN	0.9058	0.7919	0	50
11661	8/10/2011 7:58	TN	0.7214	0.7919	0	50
11661	8/10/2011 8:00	TN	0.7484	0.7919	0	50
11662	8/10/2011 8:05	NPOC	5.211	5.379	1	50
11662	8/10/2011 8:08	NPOC	5.35	5.379	0	50
11662	8/10/2011 8:11	NPOC	5.43	5.379	0	50
11662	8/10/2011 8:13	NPOC	5.358	5.379	0	50
11662	8/10/2011 8:05	TN	44.91	44.63	0	50
11662	8/10/2011 8:08	TN	45.06	44.63	0	50
11662	8/10/2011 8:11	TN	43.91	44.63	0	50
11663	8/10/2011 8:18	NPOC	5.874	5.927	0	50
11663	8/10/2011 8:22	NPOC	5.927	5.927	0	50
11663	8/10/2011 8:25	NPOC	6.218	5.927	1	50
11663	8/10/2011 8:27	NPOC	6.228	5.927	1	50
11663	8/10/2011 8:28	NPOC	5.979	5.927	0	50
11663	8/10/2011 8:18	TN	162.1	164.3	0	50
11663	8/10/2011 8:22	TN	164.2	164.3	0	50
11663	8/10/2011 8:25	TN	166.6	164.3	0	50
11664	8/10/2011 8:38	NPOC	7.823	8.244	1	50
11664	8/10/2011 8:40	NPOC	8.159	8.244	0	50
11664	8/10/2011 8:43	NPOC	8.279	8.244	0	50
11664	8/10/2011 8:45	NPOC	8.293	8.244	0	50
11664	8/10/2011 8:38	TN	86.53	86.67	0	50
11664	8/10/2011 8:40	TN	86.47	86.67	0	50
11664	8/10/2011 8:43	TN	87	86.67	0	50
11665	8/10/2011 8:51	NPOC	7.297	7.623	1	50
11665	8/10/2011 8:54	NPOC	7.577	7.623	0	50
11665	8/10/2011 8:57	NPOC	7.53	7.623	0	50
11665	8/10/2011 8:59	NPOC	7.762	7.623	0	50
11665	8/10/2011 8:51	TN	204.2	205.9	0	50
11665	8/10/2011 8:54	TN	205.4	205.9	0	50
11665	8/10/2011 8:57	TN	208	205.9	0	50
Blank	8/10/2011 9:04	NPOC	0.6089	0.5848	0	50
Blank	8/10/2011 9:06	NPOC	0.6	0.5848	0	50
Blank	8/10/2011 9:08	NPOC	0.5456	0.5848	0	50
Blank	8/10/2011 9:04	TN	1.654	0.8178	1	50
Blank	8/10/2011 9:06	TN	1.354	0.8178	1	50
Blank	8/10/2011 9:08	TN	0.9951	0.8178	0	50
Blank	8/10/2011 9:16	TN	0.8645	0.8178	0	50
Blank	8/10/2011 9:18	TN	0.5937	0.8178	0	50
5 ppm	8/10/2011 9:23	NPOC	15.76	16.62	1	50
5 ppm	8/10/2011 9:26	NPOC	16.61	16.62	0	50
5 ppm	8/10/2011 9:29	NPOC	16.62	16.62	0	50
5 ppm	8/10/2011 9:31	NPOC	16.64	16.62	0	50
5 ppm	8/10/2011 9:23	TN	58.56	59.3	0	50
5 ppm	8/10/2011 9:26	TN	59.54	59.3	0	50
5 ppm	8/10/2011 9:29	TN	59.79	59.3	0	50
10 ppm	8/10/2011 9:37	NPOC	32.3	32.55	0	50
10 ppm	8/10/2011 9:40	NPOC	32.51	32.55	0	50
10 ppm	8/10/2011 9:42	NPOC	32.84	32.55	0	50
10 ppm	8/10/2011 9:37	TN	120.5	120.6	0	50
10 ppm	8/10/2011 9:40	TN	119.9	120.6	0	50
10 ppm	8/10/2011 9:42	TN	121.4	120.6	0	50
25 ppm	8/10/2011 9:49	NPOC	83.08	84.38	0	50
25 ppm	8/10/2011 9:52	NPOC	84.2	84.38	0	50
25 ppm	8/10/2011 9:56	NPOC	85.85	84.38	0	50
25 ppm	8/10/2011 9:49	TN	301.7	304.5	0	50
25 ppm	8/10/2011 9:52	TN	303.6	304.5	0	50
25 ppm	8/10/2011 9:56	TN	308.2	304.5	0	50
 50 ppm	8/10/2011 10:02	NPOC	170.4	171	0	50
 50 ppm	8/10/2011 10:06	NPOC	170.5	171	0	50
 50 ppm	8/10/2011 10:10	NPOC	172.1	171	0	50
 50 ppm	8/10/2011 10:02	TN	600.6	600.2	0	50
 50 ppm	8/10/2011 10:06	TN	597	600.2	0	50
 50 ppm	8/10/2011 10:10	TN	603.1	600.2	0	50
100 ppm	8/10/2011 10:17	NPOC	342.4	346.9	0	50
100 ppm	8/10/2011 10:21	NPOC	347.7	346.9	0	50
100 ppm	8/10/2011 10:25	NPOC	350.5	346.9	0	50
100 ppm	8/10/2011 10:17	TN	1162	1173	0	50
100 ppm	8/10/2011 10:21	TN	1179	1173	0	50
100 ppm	8/10/2011 10:25	TN	1177	1173	0	50
