Date	Time	Temp	ODO Conc	ODO%	pH	Salinity
7/19/2011	17:10:24	26.45	7.71	95.9	6.03	0.03
7/19/2011	17:20:35	26.53	7.7	95.8	6.04	0.03
7/19/2011	17:30:24	26.62	7.71	96.1	6.03	0.03
7/19/2011	17:40:35	26.71	7.69	96	6.04	0.03
7/19/2011	17:50:24	26.8	7.7	96.3	6.04	0.03
7/19/2011	18:00:35	26.89	7.68	96.2	6.04	0.03
7/19/2011	18:10:24	26.98	7.69	96.5	6.04	0.03
7/19/2011	18:20:36	27.07	7.67	96.4	6.04	0.03
7/19/2011	18:30:24	27.16	7.68	96.6	6.04	0.03
7/19/2011	18:40:35	27.35	7.66	96.7	5.99	0.03
7/19/2011	18:50:24	27.45	7.61	96.3	5.99	0.03
7/19/2011	19:00:36	27.49	7.6	96.2	6.05	0.03
7/19/2011	19:10:24	27.52	7.6	96.3	6.03	0.03
7/19/2011	19:20:36	27.55	7.59	96.2	6	0.03
7/19/2011	19:30:24	27.58	7.59	96.2	6.05	0.03
7/19/2011	19:40:36	27.58	7.57	96	6.04	0.03
7/19/2011	19:50:24	27.61	7.58	96.2	6.03	0.03
7/19/2011	20:00:36	27.64	7.55	95.9	6.04	0.03
7/19/2011	20:10:24	27.68	7.56	96.1	6.04	0.03
7/19/2011	20:20:39	27.73	7.54	95.9	6.04	0.03
7/19/2011	20:30:24	27.78	7.55	96.1	6.04	0.03
7/19/2011	20:40:35	27.83	7.54	96.1	6.04	0.03
7/19/2011	20:50:24	27.88	7.55	96.3	6.04	0.03
7/19/2011	21:00:36	27.94	7.54	96.2	6.04	0.03
7/19/2011	21:10:24	28	7.55	96.4	6.04	0.03
7/19/2011	21:20:35	28.05	7.53	96.3	6.04	0.03
7/19/2011	21:30:24	28.11	7.53	96.4	6.04	0.03
7/19/2011	21:40:36	28.16	7.52	96.3	6.04	0.03
7/19/2011	21:50:24	28.21	7.53	96.6	6.04	0.03
7/19/2011	22:00:35	28.26	7.51	96.4	6.04	0.03
7/19/2011	22:10:24	28.3	7.52	96.6	6.04	0.03
7/19/2011	22:20:24	28.34	7.52	96.6	6.04	0.03
7/19/2011	22:30:24	28.38	7.51	96.6	6.04	0.03
7/19/2011	22:40:24	28.41	7.5	96.5	6.04	0.03
7/19/2011	22:50:24	28.44	7.49	96.4	6.04	0.03
7/19/2011	23:00:24	28.47	7.48	96.3	6.04	0.03
7/19/2011	23:10:24	28.49	7.47	96.3	6.03	0.03
7/19/2011	23:20:24	28.51	7.46	96.2	6.03	0.03
7/19/2011	23:30:24	28.52	7.46	96.1	6.03	0.03
7/19/2011	23:40:24	28.52	7.45	96.1	6.03	0.03
7/19/2011	23:50:24	28.52	7.44	95.9	6.03	0.03
7/20/2011	0:00:24	28.51	7.44	95.9	6.03	0.03
7/20/2011	0:10:24	28.5	7.45	96	6.03	0.03
7/20/2011	0:20:24	28.49	7.45	96	6.03	0.03
7/20/2011	0:30:24	28.47	7.46	96.1	6.03	0.03
7/20/2011	0:40:24	28.45	7.46	96.1	6.02	0.03
7/20/2011	0:50:24	28.43	7.46	96	6.02	0.03
7/20/2011	1:00:24	28.4	7.46	96	6.02	0.03
7/20/2011	1:10:24	28.37	7.46	96	6.02	0.03
7/20/2011	1:20:24	28.33	7.46	95.9	6.02	0.03
7/20/2011	1:30:24	28.3	7.46	95.8	6.02	0.03
7/20/2011	1:40:24	28.26	7.46	95.8	6.02	0.03
7/20/2011	1:50:24	28.22	7.46	95.6	6.02	0.03
7/20/2011	2:00:24	28.17	7.46	95.6	6.02	0.03
7/20/2011	2:10:24	28.12	7.46	95.5	6.01	0.03
7/20/2011	2:20:24	28.07	7.45	95.3	6.01	0.03
7/20/2011	2:30:24	28.02	7.46	95.3	6.01	0.03
7/20/2011	2:40:24	27.96	7.46	95.2	6.01	0.03
7/20/2011	2:50:24	27.91	7.46	95.2	6.01	0.03
7/20/2011	3:00:24	27.85	7.46	95	6.01	0.03
7/20/2011	3:10:24	27.79	7.46	95	6.01	0.03
7/20/2011	3:20:24	27.73	7.46	94.8	6.01	0.03
7/20/2011	3:30:24	27.67	7.46	94.8	6	0.03
7/20/2011	3:40:24	27.6	7.46	94.7	6	0.03
7/20/2011	3:50:24	27.54	7.46	94.5	6	0.03
7/20/2011	4:00:24	27.47	7.46	94.4	6	0.03
7/20/2011	4:10:24	27.4	7.46	94.2	6	0.03
7/20/2011	4:20:24	27.33	7.46	94.2	6	0.03
7/20/2011	4:30:24	27.26	7.46	94	6	0.03
7/20/2011	4:40:24	27.19	7.46	93.9	6	0.03
7/20/2011	4:50:24	27.12	7.45	93.7	6	0.03
7/20/2011	5:00:24	27.05	7.45	93.6	6	0.03
7/20/2011	5:10:24	26.98	7.45	93.5	6	0.03
7/20/2011	5:20:24	26.91	7.45	93.3	6	0.03
7/20/2011	5:30:24	26.84	7.45	93.2	5.99	0.03
7/20/2011	5:40:24	26.77	7.44	93	5.99	0.03
7/20/2011	5:50:24	26.7	7.44	92.9	5.99	0.03
7/20/2011	6:00:24	26.63	7.44	92.7	5.99	0.03
7/20/2011	6:10:24	26.56	7.43	92.6	5.99	0.03
7/20/2011	6:20:24	26.49	7.43	92.5	5.99	0.03
7/20/2011	6:30:24	26.43	7.43	92.3	5.99	0.03
7/20/2011	6:40:24	26.36	7.43	92.2	5.99	0.03
7/20/2011	6:50:24	26.3	7.43	92	5.99	0.03
7/20/2011	7:00:24	26.24	7.43	92	5.99	0.03
7/20/2011	7:10:24	26.18	7.43	91.9	5.99	0.03
7/20/2011	7:20:24	26.12	7.43	91.8	5.99	0.03
7/20/2011	7:30:24	26.06	7.43	91.7	5.99	0.03
7/20/2011	7:40:24	26	7.43	91.6	5.99	0.03
7/20/2011	7:50:24	25.95	7.44	91.6	5.99	0.03
7/20/2011	8:00:24	25.89	7.44	91.5	5.99	0.03
7/20/2011	8:10:24	25.84	7.44	91.5	5.99	0.03
7/20/2011	8:20:24	25.79	7.46	91.6	5.99	0.03
7/20/2011	8:30:24	25.74	7.47	91.6	5.99	0.03
7/20/2011	8:40:24	25.69	7.47	91.5	5.99	0.03
7/20/2011	8:50:24	25.64	7.46	91.4	5.99	0.03
7/20/2011	9:00:24	25.59	7.46	91.3	5.99	0.03
7/20/2011	9:10:24	25.54	7.46	91.2	5.99	0.03
7/20/2011	9:20:24	25.49	7.47	91.2	5.99	0.03
